1643,20,[]
1670,16,[]
1692,18,[]
1717,21,[]
1745,17,[]
1768,21,[]
1796,19,[]
1822,24,[]
1852,149,[]
2033,7,[]
2046,13,[]
2065,14,[]
2085,13,[]
2104,21,[]
2132,23,[]
2161,22,[4, 5, 8, 9, 10, 14, 15, 16, 17, 18, 20, 21]
2189,22,[]
2217,19,[]
2243,22,[]
2271,19,[]
2297,24,[]
2327,21,[]
2355,20,[]
2382,21,[]
2410,18,[]
2435,18,[]
2460,20,[]
2487,18,[]
2512,21,[13, 14, 15, 16, 17, 18, 19, 20]
2540,19,[]
2566,21,[]
2594,21,[]
2622,21,[]
2650,127,[]
2809,10,[]
2826,16,[]
2848,16,[]
2870,17,[]
2893,18,[]
2918,15,[]
2939,17,[]
2962,18,[]
2987,17,[]
3010,18,[]
3035,14,[]
3055,16,[]
3077,15,[]
3098,17,[]
3121,14,[]
3141,15,[]
3162,16,[]
3184,17,[]
3207,18,[]
3232,15,[]
3253,15,[]
3274,13,[]
3293,14,[]
3313,24,[]
3343,125,[]
3500,5,[]
3512,9,[]
3528,15,[]
3549,15,[]
3570,16,[]
3592,15,[]
3613,15,[]
3634,13,[]
3653,14,[]
3673,16,[]
3695,15,[]
3716,16,[]
3738,17,[]
3761,17,[]
3784,18,[]
3809,18,[]
3834,19,[]
3860,20,[]
3887,22,[]
3915,18,[]
3940,20,[]
3967,17,[]
3990,18,[]
4015,18,[]
4040,137,[]
4209,8,[]
4223,9,[]
4239,11,[]
4256,13,[]
4275,14,[]
4295,15,[]
4316,18,[]
4341,19,[]
4367,19,[3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 18]
4393,16,[]
4415,14,[]
4435,18,[7, 8, 10, 11, 13, 14, 15, 16, 17]
4460,18,[]
4485,22,[]
4513,22,[]
4541,22,[]
4569,20,[]
4596,24,[]
4626,22,[]
4654,22,[]
4682,22,[]
4710,22,[]
4738,23,[]
4767,21,[]
4795,116,[]
4944,7,[]
4957,10,[]
4974,13,[]
4993,14,[]
5013,15,[]
5034,14,[]
5054,10,[]
5071,12,[]
5089,12,[]
5107,14,[]
5127,13,[]
5146,12,[]
5164,15,[]
5185,13,[]
5204,15,[]
5225,14,[]
5245,10,[]
5262,13,[]
5281,16,[]
5303,14,[]
5323,15,[]
5344,15,[]
5365,15,[]
5386,14,[]
5406,122,[]
5560,5,[]
5572,6,[]
5584,6,[]
5596,7,[]
5609,9,[]
5625,12,[]
5643,12,[]
5661,10,[]
5678,13,[]
5697,11,[]
5714,12,[]
5732,15,[]
5753,13,[]
5772,13,[]
5791,15,[]
5812,15,[]
5833,17,[]
5856,15,[]
5877,15,[]
5898,13,[]
5917,17,[]
5940,20,[]
5967,18,[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17]
5992,17,[]
6015,117,[]
6164,7,[]
6177,7,[]
6190,11,[]
6207,11,[]
6224,12,[]
6242,13,[]
6261,10,[]
6278,17,[]
6301,16,[]
6323,11,[]
6340,13,[]
6359,12,[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]
6377,14,[]
6397,19,[]
6423,13,[]
6442,11,[]
6459,17,[]
6482,20,[]
6509,20,[]
6536,18,[]
6561,19,[]
6587,17,[9, 10, 11, 12, 14, 15, 16]
6610,30,[]
6672,18,[]
6697,121,[]
6850,5,[]
6862,10,[]
6879,11,[]
6896,10,[]
6913,14,[]
6933,11,[]
6950,13,[]
6969,13,[]
6988,14,[]
7008,14,[]
7028,15,[]
7049,14,[]
7069,16,[]
7091,18,[]
7116,15,[]
7137,17,[]
7160,12,[]
7178,17,[]
7201,14,[]
7221,11,[]
7238,14,[]
7258,15,[]
7279,17,[]
7302,16,[]
7324,133,[]
7489,4,[]
7499,5,[]
7511,6,[]
7523,8,[]
7537,10,[]
7554,11,[]
7571,11,[]
7588,12,[]
7606,14,[]
7626,13,[]
7645,13,[]
7664,19,[]
7690,18,[]
7715,20,[]
7742,18,[]
7767,21,[]
7795,15,[]
7816,12,[]
7834,14,[]
7854,16,[]
7876,16,[]
7898,12,[]
7916,12,[]
7934,14,[]
7954,99,[]
8085,5,[]
8097,5,[]
8109,10,[]
8126,10,[]
8143,12,[]
8161,13,[]
8180,15,[]
8201,15,[]
8222,13,[]
8241,12,[]
8259,13,[]
8278,14,[]
8298,14,[]
8318,17,[]
8341,14,[]
8361,13,[]
8380,16,[]
8402,15,[]
8423,17,[]
8446,17,[]
8469,16,[]
8491,14,[]
8511,12,[]
0,51,[]
83,6,[]
95,8,[]
109,10,[]
126,9,[]
142,7,[]
155,8,[]
169,11,[]
186,10,[]
203,10,[]
220,9,[]
236,10,[]
253,12,[]
271,12,[]
289,10,[]
306,10,[]
323,14,[]
343,13,[]
362,18,[]
387,14,[]
407,14,[]
427,16,[]
449,16,[]
471,15,[]
492,17,[3, 4, 5, 6, 7, 8, 9]
515,118,[]
665,15,[]
686,9,[]
702,10,[]
719,12,[]
737,11,[]
754,9,[]
770,13,[]
789,13,[]
808,6,[]
820,11,[]
837,12,[]
855,13,[]
874,14,[]
894,14,[]
914,14,[]
934,17,[]
957,14,[]
977,17,[]
1000,17,[]
1023,16,[]
1045,15,[]
1066,16,[]
1088,16,[]
1110,18,[]
1135,125,[]
1292,8,[]
1306,9,[]
1322,12,[]
1340,13,[]
1359,17,[]
1382,17,[]
1405,18,[]
1430,18,[]
1455,15,[]
1476,20,[]
1503,16,[]
1525,17,[]
1548,18,[]
1573,16,[]
1595,16,[2, 3, 4, 5, 7, 8, 10, 11]
1617,19,[]
1643,20,[]
1670,16,[]
1692,18,[]
1717,21,[]
1745,17,[]
1768,21,[]
1796,19,[]
1822,24,[]
1852,149,[]
2033,7,[]
2046,13,[]
2065,14,[]
2085,13,[]
2104,21,[]
2132,23,[]
2161,22,[]
2189,22,[]
2217,19,[]
2243,22,[]
2271,19,[]
2297,24,[]
2327,21,[]
2355,20,[]
2382,21,[]
2410,18,[]
2435,18,[]
2460,20,[9, 10, 11, 12, 13, 14, 15, 16, 17, 19]
2487,18,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
2512,21,[]
2540,19,[]
2566,21,[]
2594,21,[]
2622,21,[]
2650,127,[]
2809,10,[]
2826,16,[]
2848,16,[]
2870,17,[]
2893,18,[]
2918,15,[]
2939,17,[]
2962,18,[]
2987,17,[]
3010,18,[]
3035,14,[]
3055,16,[]
3077,15,[]
3098,17,[]
3121,14,[]
3141,15,[]
3162,16,[]
3184,17,[]
3207,18,[]
3232,15,[]
3253,15,[]
3274,13,[]
3293,14,[]
3313,24,[]
3343,125,[]
3500,5,[]
3512,9,[]
3528,15,[]
3549,15,[]
3570,16,[]
3592,15,[]
3613,15,[]
3634,13,[]
3653,14,[]
3673,16,[]
3695,15,[]
3716,16,[]
3738,17,[]
3761,17,[]
3784,18,[]
3809,18,[]
3834,19,[]
3860,20,[]
3887,22,[]
3915,18,[]
3940,20,[]
3967,17,[]
3990,18,[]
4015,18,[]
4040,137,[]
4209,8,[]
4223,9,[]
4239,11,[]
4256,13,[]
4275,14,[]
4295,15,[]
4316,18,[0, 1, 2, 3, 4, 6, 7, 8, 9]
4341,19,[]
4367,19,[]
4393,16,[]
4415,14,[]
4435,18,[]
4460,18,[]
4485,22,[]
4513,22,[]
4541,22,[]
4569,20,[]
4596,24,[]
4626,22,[]
4654,22,[]
4682,22,[]
4710,22,[]
4738,23,[]
4767,21,[]
4795,116,[]
4944,7,[]
4957,10,[]
4974,13,[]
4993,14,[]
5013,15,[0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
5034,14,[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
5054,10,[]
5071,12,[]
5089,12,[]
5107,14,[]
5127,13,[]
5146,12,[]
5164,15,[]
5185,13,[]
5204,15,[]
5225,14,[]
5245,10,[]
5262,13,[]
5281,16,[]
5303,14,[]
5323,15,[]
5344,15,[]
5365,15,[]
5386,14,[]
5406,122,[]
5560,5,[]
5572,6,[]
5584,6,[]
5596,7,[]
5609,9,[]
5625,12,[]
5643,12,[]
5661,10,[]
5678,13,[]
5697,11,[]
5714,12,[]
5732,15,[]
5753,13,[]
5772,13,[]
5791,15,[]
5812,15,[]
5833,17,[]
5856,15,[]
5877,15,[]
5898,13,[]
5917,17,[]
5940,20,[]
5967,18,[]
5992,17,[]
6015,117,[]
6164,7,[]
6177,7,[]
6190,11,[]
6207,11,[]
6224,12,[]
6242,13,[]
6261,10,[]
6278,17,[]
6301,16,[]
6323,11,[]
6340,13,[]
6359,12,[]
6377,14,[]
6397,19,[]
6423,13,[]
6442,11,[]
6459,17,[]
6482,20,[]
6509,20,[]
6536,18,[]
6561,19,[]
6587,17,[]
6610,30,[]
6672,18,[]
6697,121,[]
6850,5,[]
6862,10,[]
6879,11,[]
6896,10,[]
6913,14,[]
6933,11,[]
6950,13,[]
6969,13,[]
6988,14,[]
7008,14,[]
7028,15,[]
7049,14,[]
7069,16,[]
7091,18,[]
7116,15,[]
7137,17,[]
7160,12,[]
7178,17,[]
7201,14,[]
7221,11,[]
7238,14,[]
7258,15,[]
7279,17,[]
7302,16,[]
7324,133,[]
7489,4,[]
7499,5,[]
7511,6,[]
7523,8,[]
7537,10,[]
7554,11,[]
7571,11,[]
7588,12,[]
7606,14,[]
7626,13,[]
7645,13,[]
7664,19,[]
7690,18,[]
7715,20,[]
7742,18,[]
7767,21,[]
7795,15,[]
7816,12,[]
7834,14,[]
7854,16,[]
7876,16,[]
7898,12,[]
7916,12,[]
7934,14,[]
7954,99,[]
8085,5,[]
8097,5,[]
8109,10,[]
8126,10,[]
8143,12,[]
8161,13,[]
8180,15,[0, 1, 2, 3, 4, 5, 7, 8, 9, 11]
8201,15,[]
8222,13,[]
8241,12,[]
8259,13,[]
8278,14,[]
8298,14,[]
8318,17,[]
8341,14,[]
8361,13,[]
8380,16,[]
8402,15,[]
8423,17,[]
8446,17,[]
8469,16,[]
8491,14,[]
8511,12,[]
0,51,[]
83,6,[]
95,8,[]
109,10,[]
126,9,[]
142,7,[]
155,8,[]
169,11,[]
186,10,[]
203,10,[]
220,9,[]
236,10,[]
253,12,[]
271,12,[2, 3, 4, 5, 6, 7, 8, 9, 10]
289,10,[]
306,10,[]
323,14,[]
343,13,[]
362,18,[]
387,14,[1, 3, 4, 5, 6, 9, 11, 12, 13]
407,14,[]
427,16,[]
449,16,[]
471,15,[]
492,17,[]
515,118,[]
665,15,[]
686,9,[]
702,10,[]
719,12,[]
737,11,[]
754,9,[]
770,13,[]
789,13,[]
808,6,[]
820,11,[]
837,12,[]
855,13,[]
874,14,[]
894,14,[]
914,14,[]
934,17,[]
957,14,[]
977,17,[]
1000,17,[]
1023,16,[]
1045,15,[]
1066,16,[]
1088,16,[]
1110,18,[]
1135,125,[]
1292,8,[]
1306,9,[]
1322,12,[]
1340,13,[]
1359,17,[]
1382,17,[]
1405,18,[]
1430,18,[]
1455,15,[]
1476,20,[]
1503,16,[]
1525,17,[]
1548,18,[]
1573,16,[]
1595,16,[]
1617,19,[]
1643,20,[]
1670,16,[]
1692,18,[]
1717,21,[]
1745,17,[]
1768,21,[]
1796,19,[]
1822,24,[]
1852,149,[]
2033,7,[]
2046,13,[]
2065,14,[]
2085,13,[]
2104,21,[]
2132,23,[]
2161,22,[]
2189,22,[]
2217,19,[]
2243,22,[]
2271,19,[]
2297,24,[]
2327,21,[]
2355,20,[]
2382,21,[]
2410,18,[]
2435,18,[]
2460,20,[]
2487,18,[]
2512,21,[]
2540,19,[]
2566,21,[]
2594,21,[]
2622,21,[]
2650,127,[]
2809,10,[]
2826,16,[]
2848,16,[]
2870,17,[]
2893,18,[]
2918,15,[]
2939,17,[]
2962,18,[]
2987,17,[]
3010,18,[]
3035,14,[]
3055,16,[]
3077,15,[]
3098,17,[]
3121,14,[]
3141,15,[]
3162,16,[]
3184,17,[]
3207,18,[]
3232,15,[]
3253,15,[]
3274,13,[]
3293,14,[]
3313,24,[8, 9, 10, 11, 14, 15, 16, 17, 18, 19]
3343,125,[]
3500,5,[]
3512,9,[]
3528,15,[]
3549,15,[]
3570,16,[]
3592,15,[]
3613,15,[]
3634,13,[]
3653,14,[]
3673,16,[]
3695,15,[]
3716,16,[]
3738,17,[]
3761,17,[]
3784,18,[]
3809,18,[]
3834,19,[]
3860,20,[]
3887,22,[]
3915,18,[]
3940,20,[]
3967,17,[]
3990,18,[]
4015,18,[]
4040,137,[]
4209,8,[]
4223,9,[]
4239,11,[]
4256,13,[]
4275,14,[]
4295,15,[]
4316,18,[]
4341,19,[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18]
4367,19,[]
4393,16,[]
4415,14,[]
4435,18,[]
4460,18,[]
4485,22,[]
4513,22,[]
4541,22,[]
4569,20,[]
4596,24,[]
4626,22,[]
4654,22,[12, 13, 14, 15, 17, 20, 21]
4682,22,[]
4710,22,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21]
4738,23,[]
4767,21,[]
4795,116,[]
4944,7,[]
4957,10,[]
4974,13,[]
4993,14,[]
5013,15,[]
5034,14,[]
5054,10,[]
5071,12,[]
5089,12,[]
5107,14,[]
5127,13,[]
5146,12,[]
5164,15,[]
5185,13,[4, 5, 6, 7, 8, 9, 11, 12]
5204,15,[0, 1, 2, 3, 4, 5, 6, 7, 8]
5225,14,[]
5245,10,[]
5262,13,[]
5281,16,[]
5303,14,[]
5323,15,[]
5344,15,[]
5365,15,[]
5386,14,[]
5406,122,[]
5560,5,[]
5572,6,[]
5584,6,[]
5596,7,[]
5609,9,[]
5625,12,[]
5643,12,[]
5661,10,[]
5678,13,[]
5697,11,[]
5714,12,[]
5732,15,[]
5753,13,[]
5772,13,[]
5791,15,[]
5812,15,[]
5833,17,[]
5856,15,[]
5877,15,[]
5898,13,[]
5917,17,[]
5940,20,[]
5967,18,[]
5992,17,[]
6015,117,[]
6164,7,[]
6177,7,[]
6190,11,[]
6207,11,[]
6224,12,[]
6242,13,[]
6261,10,[]
6278,17,[]
6301,16,[]
6323,11,[]
6340,13,[]
6359,12,[]
6377,14,[]
6397,19,[]
6423,13,[]
6442,11,[]
6459,17,[]
6482,20,[]
6509,20,[]
6536,18,[]
6561,19,[]
6587,17,[]
6610,30,[]
6672,18,[]
6697,121,[]
6850,5,[]
6862,10,[]
6879,11,[]
6896,10,[]
6913,14,[]
6933,11,[]
6950,13,[]
6969,13,[]
6988,14,[]
7008,14,[]
7028,15,[]
7049,14,[]
7069,16,[]
7091,18,[]
7116,15,[]
7137,17,[]
7160,12,[]
7178,17,[]
7201,14,[]
7221,11,[]
7238,14,[]
7258,15,[]
7279,17,[]
7302,16,[]
7324,133,[]
7489,4,[]
7499,5,[]
7511,6,[]
7523,8,[]
7537,10,[]
7554,11,[]
7571,11,[]
7588,12,[]
7606,14,[]
7626,13,[]
7645,13,[]
7664,19,[]
7690,18,[]
7715,20,[]
7742,18,[]
7767,21,[]
7795,15,[]
7816,12,[]
7834,14,[]
7854,16,[]
7876,16,[]
7898,12,[]
7916,12,[]
7934,14,[]
7954,99,[]
8085,5,[]
8097,5,[]
8109,10,[]
8126,10,[]
8143,12,[]
8161,13,[]
8180,15,[]
8201,15,[]
8222,13,[]
8241,12,[]
8259,13,[]
8278,14,[]
8298,14,[]
8318,17,[]
8341,14,[]
8361,13,[]
8380,16,[]
8402,15,[]
8423,17,[]
8446,17,[]
8469,16,[]
8491,14,[]
8511,12,[]
0,51,[]
83,6,[]
95,8,[]
109,10,[]
126,9,[]
142,7,[]
155,8,[]
169,11,[]
186,10,[]
203,10,[]
220,9,[]
236,10,[]
253,12,[]
271,12,[]
289,10,[]
306,10,[]
323,14,[]
343,13,[]
362,18,[]
387,14,[]
407,14,[]
427,16,[]
449,16,[]
471,15,[]
492,17,[]
515,118,[]
665,15,[]
686,9,[]
702,10,[]
719,12,[]
737,11,[]
754,9,[]
770,13,[]
789,13,[]
808,6,[]
820,11,[]
837,12,[]
855,13,[]
874,14,[]
894,14,[]
914,14,[]
934,17,[]
957,14,[]
977,17,[]
1000,17,[]
1023,16,[]
1045,15,[]
1066,16,[]
1088,16,[]
1110,18,[]
1135,125,[]
1292,8,[]
1306,9,[]
1322,12,[]
1340,13,[]
1359,17,[]
1382,17,[]
1405,18,[]
1430,18,[]
1455,15,[]
1476,20,[]
1503,16,[]
1525,17,[]
1548,18,[]
1573,16,[]
1595,16,[2, 4, 6, 7, 8, 9, 10, 11, 12, 15]
1617,19,[]
1643,20,[0, 1, 2, 3, 6, 8, 9, 11, 12, 13, 14]
1670,16,[]
1692,18,[]
1717,21,[]
1745,17,[]
1768,21,[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]
1796,19,[]
1822,24,[]
1852,149,[]
2033,7,[]
2046,13,[]
2065,14,[]
2085,13,[]
2104,21,[]
2132,23,[]
2161,22,[]
2189,22,[]
2217,19,[]
2243,22,[]
2271,19,[]
2297,24,[]
2327,21,[]
2355,20,[]
2382,21,[]
2410,18,[]
2435,18,[]
2460,20,[]
2487,18,[]
2512,21,[]
2540,19,[]
2566,21,[]
2594,21,[]
2622,21,[]
2650,127,[]
2809,10,[]
2826,16,[]
2848,16,[]
2870,17,[]
2893,18,[]
2918,15,[]
2939,17,[]
2962,18,[3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15]
2987,17,[]
3010,18,[]
3035,14,[]
3055,16,[]
3077,15,[]
3098,17,[]
3121,14,[]
3141,15,[]
3162,16,[]
3184,17,[]
3207,18,[]
3232,15,[]
3253,15,[]
3274,13,[]
3293,14,[]
3313,24,[]
3343,125,[]
3500,5,[]
3512,9,[]
3528,15,[]
3549,15,[]
3570,16,[]
3592,15,[]
3613,15,[]
3634,13,[]
3653,14,[]
3673,16,[]
3695,15,[]
3716,16,[]
3738,17,[]
3761,17,[]
3784,18,[]
3809,18,[]
3834,19,[]
3860,20,[]
3887,22,[]
3915,18,[]
3940,20,[]
3967,17,[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
3990,18,[0, 1, 2, 4, 5, 7, 8, 9, 11]
4015,18,[]
4040,137,[]
4209,8,[]
4223,9,[]
4239,11,[]
4256,13,[]
4275,14,[]
4295,15,[]
4316,18,[]
4341,19,[]
4367,19,[]
4393,16,[]
4415,14,[]
4435,18,[]
4460,18,[]
4485,22,[]
4513,22,[6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21]
4541,22,[]
4569,20,[]
4596,24,[]
4626,22,[]
4654,22,[]
4682,22,[]
4710,22,[]
4738,23,[]
4767,21,[]
4795,116,[]
4944,7,[]
4957,10,[]
4974,13,[]
4993,14,[]
5013,15,[]
5034,14,[]
5054,10,[]
5071,12,[0, 1, 3, 4, 5, 6, 7]
5089,12,[]
5107,14,[]
5127,13,[]
5146,12,[]
5164,15,[]
5185,13,[]
5204,15,[]
5225,14,[]
5245,10,[]
5262,13,[]
5281,16,[]
5303,14,[]
5323,15,[]
5344,15,[]
5365,15,[]
5386,14,[]
5406,122,[]
5560,5,[]
5572,6,[]
5584,6,[]
5596,7,[]
5609,9,[]
5625,12,[]
5643,12,[]
5661,10,[]
5678,13,[]
5697,11,[]
5714,12,[]
5732,15,[]
5753,13,[]
5772,13,[]
5791,15,[]
5812,15,[]
5833,17,[0, 1, 3, 4, 5, 8, 9, 10]
5856,15,[]
5877,15,[]
5898,13,[0, 1, 2, 3, 5, 6, 7, 8, 10, 12]
5917,17,[]
5940,20,[]
5967,18,[]
5992,17,[]
6015,117,[]
6164,7,[]
6177,7,[]
6190,11,[]
6207,11,[]
6224,12,[]
6242,13,[]
6261,10,[]
6278,17,[]
6301,16,[]
6323,11,[]
6340,13,[]
6359,12,[]
6377,14,[]
6397,19,[7, 9, 10, 11, 12, 14, 15, 16, 18]
6423,13,[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12]
6442,11,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
6459,17,[]
6482,20,[]
6509,20,[]
6536,18,[]
6561,19,[]
6587,17,[]
6610,30,[]
6672,18,[]
6697,121,[]
6850,5,[]
6862,10,[]
6879,11,[]
6896,10,[]
6913,14,[]
6933,11,[]
6950,13,[]
6969,13,[]
6988,14,[]
7008,14,[]
7028,15,[]
7049,14,[]
7069,16,[]
7091,18,[]
7116,15,[]
7137,17,[]
7160,12,[]
7178,17,[]
7201,14,[]
7221,11,[]
7238,14,[]
7258,15,[]
7279,17,[]
7302,16,[]
7324,133,[]
7489,4,[]
7499,5,[]
7511,6,[]
7523,8,[]
7537,10,[]
7554,11,[]
7571,11,[]
7588,12,[]
7606,14,[]
7626,13,[]
7645,13,[]
7664,19,[]
7690,18,[]
7715,20,[]
7742,18,[]
7767,21,[]
7795,15,[]
7816,12,[]
7834,14,[]
7854,16,[]
7876,16,[]
7898,12,[]
7916,12,[]
7934,14,[]
7954,99,[]
8085,5,[]
8097,5,[]
8109,10,[]
8126,10,[]
8143,12,[]
8161,13,[]
8180,15,[]
8201,15,[]
8222,13,[]
8241,12,[]
8259,13,[]
8278,14,[]
8298,14,[]
8318,17,[]
8341,14,[]
8361,13,[]
8380,16,[]
8402,15,[]
8423,17,[]
8446,17,[]
8469,16,[]
8491,14,[]
8511,12,[]
0,51,[]
83,6,[]
95,8,[]
109,10,[]
126,9,[]
142,7,[]
155,8,[]
169,11,[]
186,10,[]
203,10,[]
220,9,[]
236,10,[]
253,12,[]
271,12,[]
289,10,[]
306,10,[]
323,14,[]
343,13,[]
362,18,[]
387,14,[]
407,14,[]
427,16,[]
449,16,[]
471,15,[]
492,17,[]
515,118,[]
665,15,[]
686,9,[]
702,10,[]
719,12,[]
737,11,[]
754,9,[]
770,13,[]
789,13,[]
808,6,[]
820,11,[]
837,12,[]
855,13,[]
874,14,[]
894,14,[]
914,14,[]
934,17,[]
957,14,[]
977,17,[]
1000,17,[]
1023,16,[]
1045,15,[]
1066,16,[]
1088,16,[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15]
1110,18,[]
1135,125,[]
1292,8,[]
1306,9,[]
1322,12,[]
1340,13,[]
1359,17,[]
1382,17,[]
1405,18,[]
1430,18,[]
1455,15,[8, 9, 10, 11, 12, 13, 14]
1476,20,[0, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]
1503,16,[]
1525,17,[]
1548,18,[]
1573,16,[]
1595,16,[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]
1617,19,[0, 1, 2, 3, 4, 6, 7, 9, 10, 12, 13, 14]
1643,20,[]
1670,16,[]
1692,18,[]
1717,21,[]
1745,17,[]
1768,21,[]
1796,19,[]
1822,24,[]
1852,149,[19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 33, 34, 35, 36, 46, 47, 48, 49, 50, 52, 53, 54, 56, 57, 58, 60, 61, 63, 64, 67, 68, 69, 125, 127, 128, 129, 130]
2033,7,[]
2046,13,[]
2065,14,[]
2085,13,[]
2104,21,[]
2132,23,[]
2161,22,[]
2189,22,[]
2217,19,[]
2243,22,[]
2271,19,[]
2297,24,[]
2327,21,[]
2355,20,[]
2382,21,[]
2410,18,[]
2435,18,[]
2460,20,[]
2487,18,[]
2512,21,[]
2540,19,[]
2566,21,[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13]
2594,21,[]
2622,21,[]
2650,127,[]
2809,10,[]
2826,16,[]
2848,16,[]
2870,17,[]
2893,18,[]
2918,15,[]
2939,17,[]
2962,18,[]
2987,17,[]
3010,18,[]
3035,14,[]
3055,16,[]
3077,15,[]
3098,17,[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16]
3121,14,[]
3141,15,[]
3162,16,[]
3184,17,[]
3207,18,[]
3232,15,[]
3253,15,[]
3274,13,[]
3293,14,[]
3313,24,[]
3343,125,[]
3500,5,[]
3512,9,[]
3528,15,[]
3549,15,[]
3570,16,[]
3592,15,[]
3613,15,[]
3634,13,[]
3653,14,[]
3673,16,[]
3695,15,[]
3716,16,[]
3738,17,[]
3761,17,[]
3784,18,[0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 15, 16]
3809,18,[]
3834,19,[]
3860,20,[]
3887,22,[]
3915,18,[]
3940,20,[]
3967,17,[]
3990,18,[]
4015,18,[]
4040,137,[]
4209,8,[]
4223,9,[]
4239,11,[]
4256,13,[]
4275,14,[]
4295,15,[]
4316,18,[]
4341,19,[]
4367,19,[]
4393,16,[]
4415,14,[]
4435,18,[]
4460,18,[]
4485,22,[]
4513,22,[0, 1, 3, 4, 5, 7, 8, 9]
4541,22,[]
4569,20,[]
4596,24,[]
4626,22,[]
4654,22,[]
4682,22,[]
4710,22,[]
4738,23,[]
4767,21,[]
4795,116,[]
4944,7,[]
4957,10,[]
4974,13,[]
4993,14,[]
5013,15,[]
5034,14,[]
5054,10,[]
5071,12,[]
5089,12,[]
5107,14,[]
5127,13,[]
5146,12,[]
5164,15,[]
5185,13,[]
5204,15,[]
5225,14,[]
5245,10,[]
5262,13,[]
5281,16,[]
5303,14,[]
5323,15,[]
5344,15,[]
5365,15,[]
5386,14,[]
5406,122,[]
5560,5,[]
5572,6,[]
5584,6,[]
5596,7,[]
5609,9,[]
5625,12,[]
5643,12,[]
5661,10,[]
5678,13,[]
5697,11,[]
5714,12,[]
5732,15,[]
5753,13,[]
5772,13,[]
5791,15,[]
5812,15,[]
5833,17,[3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16]
5856,15,[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14]
5877,15,[]
5898,13,[]
5917,17,[]
5940,20,[]
5967,18,[]
5992,17,[]
6015,117,[]
6164,7,[]
6177,7,[]
6190,11,[]
6207,11,[]
6224,12,[]
6242,13,[]
6261,10,[]
6278,17,[]
6301,16,[]
6323,11,[]
6340,13,[]
6359,12,[]
6377,14,[]
6397,19,[]
6423,13,[]
6442,11,[]
6459,17,[]
6482,20,[]
6509,20,[]
6536,18,[]
6561,19,[]
6587,17,[]
6610,30,[]
6672,18,[]
6697,121,[]
6850,5,[]
6862,10,[]
6879,11,[]
6896,10,[]
6913,14,[]
6933,11,[]
6950,13,[]
6969,13,[]
6988,14,[]
7008,14,[]
7028,15,[]
7049,14,[]
7069,16,[]
7091,18,[]
7116,15,[]
7137,17,[]
7160,12,[]
7178,17,[]
7201,14,[]
7221,11,[]
7238,14,[]
7258,15,[]
7279,17,[]
7302,16,[]
7324,133,[]
7489,4,[]
7499,5,[]
7511,6,[]
7523,8,[]
7537,10,[]
7554,11,[]
7571,11,[]
7588,12,[]
7606,14,[]
7626,13,[]
7645,13,[]
7664,19,[]
7690,18,[]
7715,20,[]
7742,18,[]
7767,21,[]
7795,15,[]
7816,12,[]
7834,14,[]
7854,16,[]
7876,16,[]
7898,12,[]
7916,12,[]
7934,14,[]
7954,99,[]
8085,5,[]
8097,5,[]
8109,10,[]
8126,10,[]
8143,12,[]
8161,13,[]
8180,15,[]
8201,15,[]
8222,13,[]
8241,12,[]
8259,13,[]
8278,14,[]
8298,14,[]
8318,17,[]
8341,14,[]
8361,13,[]
8380,16,[]
8402,15,[]
8423,17,[]
8446,17,[]
8469,16,[]
8491,14,[]
8511,12,[]
